Athlete_ID,athleteGuid,firstName,middleName,lastName,gender,gradeLevel,Sport_ID,sportName,SchoolId,SchoolName,TeamLevel,TeamLevelText,YearsPlayingSport,Height,Weight,isMultiSport,secondSport_ID,sportsPlayed
108000340,ABDC9D3A-BFBB-4CF0-9477-53C9F50678FB,Cameron,J.,Sanders,M,10,3,Football,2739,Prairie View High School,1,Varsity,5,70,228,1,18.0,Football; Wrestling
108000341,52A11A5E-DEC1-45FB-8D6A-3F4D9156CCDE,Wren,M.,Green,F,9,18,Wrestling,2737,North Star High School,1,Varsity,4,60,96,0,,Wrestling
108000342,157B735D-2361-4FF6-9809-E41E1B9F048A,Peyton,A.,Thomas,F,9,25,Soccer,2739,Prairie View High School,3,Freshman,3,60,119,0,,Soccer
108000343,C5FFBF40-6F75-42F6-B010-7657DA9BF025,Mabel,,Morgan,F,8,9,Softball,2741,Red Oak Middle School,4,7th/8th Grade,4,64,115,0,,Softball
108000344,11EB88E0-82C6-4559-B92A-AAE8FF9CB76B,Sage,M.,Nguyen,F,9,25,Soccer,2738,Cedar Creek High School,1,Varsity,4,64,85,0,,Soccer
108000345,618272E5-C0B0-4E93-8CAA-8D44411B7B51,Morgan,L.,Kim,F,12,21,Cross Country,2740,Lakeside High School,1,Varsity,7,65,119,1,7.0,Cross Country; Basketball
108000346,763E0FC7-129E-43C2-BEB0-DFF6B1BBD4F9,Grace,L.,Reyes,F,9,25,Soccer,2737,North Star High School,1,Varsity,3,58,123,0,,Soccer
108000347,C8C91E0C-ECD2-45FF-B6F0-352DFF60CB36,Kai,,Baker,M,10,21,Cross Country,2739,Prairie View High School,1,Varsity,7,64,112,0,,Cross Country
108000348,DBCBA698-3A2D-4D1B-9921-6AA1C2FF5171,Trey,A.,Bennett,M,12,5,Baseball,2739,Prairie View High School,2,Junior Varsity,5,77,209,0,,Baseball
108000349,CE81FC93-6D02-4ACE-9AB6-36469F829667,Wren,,Young,F,10,25,Soccer,2739,Prairie View High School,2,Junior Varsity,4,66,117,1,21.0,Soccer; Cross Country
108000350,2FC0B7D3-6F37-408E-BD12-B35BCC4C8DD1,Elena,,Alvarez,F,7,9,Softball,2741,Red Oak Middle School,4,7th/8th Grade,3,58,129,1,14.0,Softball; Track & Field
108000351,A50BB40E-43BD-48A3-B15B-3027E9BBAAFA,Brooklyn,J.,Ramos,F,10,21,Cross Country,2738,Cedar Creek High School,1,Varsity,4,62,86,0,,Cross Country
108000352,7736C499-F6FA-42B0-8D2F-B714351CB81E,Trinity,,Green,F,12,25,Soccer,2739,Prairie View High School,1,Varsity,8,67,145,0,,Soccer
108000353,294C2C1A-2724-42B8-8B57-DB0CF5152CAA,Colt,M.,Peterson,M,11,5,Baseball,2740,Lakeside High School,1,Varsity,6,72,163,0,,Baseball
108000354,CCE644DF-32D3-42A1-A839-D9A93C67319A,Omar,,Bailey,M,11,3,Football,2738,Cedar Creek High School,1,Varsity,6,71,196,1,5.0,Football; Baseball
108000355,49117BD5-B75D-4D4D-B15A-9C5637DFE20B,Aiden,,Lopez,M,12,7,Basketball,2738,Cedar Creek High School,2,Junior Varsity,8,71,171,0,,Basketball
108000356,18DBEF72-0B5F-4494-9619-1ED33BA67FDF,Marisol,L.,Ruiz,F,10,7,Basketball,2740,Lakeside High School,1,Varsity,6,66,140,0,,Basketball
108000357,6E7BEBBF-A157-479B-92C9-5733D9C67154,Caleb,A.,Nelson,M,11,12,Volleyball,2738,Cedar Creek High School,2,Junior Varsity,5,71,139,1,21.0,Volleyball; Cross Country
108000358,0D75A566-C934-4ED0-8105-462DA818BAAE,Colt,M.,Scott,M,9,7,Basketball,2738,Cedar Creek High School,1,Varsity,5,73,187,1,14.0,Basketball; Track & Field
108000359,1E7B3F09-C796-4E9A-9FE6-512CCB49FB07,Luis,R.,Hernandez,M,11,25,Soccer,2737,North Star High School,1,Varsity,8,69,196,0,,Soccer
108000360,34D6D06D-CB22-489F-9CDE-CBCED56C8C69,Cole,A.,Gray,M,12,30,Tennis,2739,Prairie View High School,1,Varsity,6,67,168,1,12.0,Tennis; Volleyball
108000361,2554F255-F042-476F-8330-7F2923196BFC,Brady,M.,Roberts,M,8,3,Football,2742,Bluebonnet Middle School,4,7th/8th Grade,4,71,195,1,32.0,Football; Swimming
108000362,FB3910CB-EAEE-4998-83DD-884D4CE2AE87,Riley,A.,Mitchell,F,9,9,Softball,2739,Prairie View High School,2,Junior Varsity,6,66,132,1,21.0,Softball; Cross Country
108000363,DB31E2E1-4CDD-44C5-BBD3-132D41C69533,Taylor,,Price,F,8,25,Soccer,2741,Red Oak Middle School,4,7th/8th Grade,2,62,118,0,,Soccer
108000364,99A86A72-634A-4FC6-8FED-DECAA6719A74,Nora,M.,Green,F,12,12,Volleyball,2737,North Star High School,1,Varsity,7,66,125,0,,Volleyball
108000365,23F76F62-85A5-457A-B300-0E5688DA5D7B,Alondra,L.,Flores,F,11,21,Cross Country,2739,Prairie View High School,1,Varsity,6,61,87,0,,Cross Country
108000366,D550EACA-66AC-4258-84FA-723B359242AD,Silas,J.,Castillo,M,8,3,Football,2742,Bluebonnet Middle School,4,7th/8th Grade,4,69,203,1,30.0,Football; Tennis
108000367,810BE808-76B7-4BFC-A927-E726F8A9DB00,Omar,,Sanders,M,8,21,Cross Country,2742,Bluebonnet Middle School,4,7th/8th Grade,2,66,119,1,25.0,Cross Country; Soccer
108000368,6AE9E347-814E-4CC7-ADDC-6E2C65FB6E4E,Skyler,,Phillips,F,9,3,Football,2738,Cedar Creek High School,3,Freshman,2,62,123,0,,Football
108000369,9D954ADB-F6AD-4DF1-A9D7-0D71C1918027,Marisol,,Mendoza,F,11,3,Football,2739,Prairie View High School,1,Varsity,5,62,162,0,,Football
108000370,0878AB13-B9F6-4A64-8E39-BA84C1F3961B,Trevon,,Anderson,M,12,25,Soccer,2739,Prairie View High School,3,Freshman,9,71,153,0,,Soccer
108000371,8E4D3D4D-C553-4439-89D3-428E96D6CABD,Aiden,L.,Rogers,M,7,5,Baseball,2741,Red Oak Middle School,4,7th/8th Grade,1,71,197,1,21.0,Baseball; Cross Country
108000372,83EDDD0E-E3CA-448F-A839-545C8565C3C4,Elena,J.,White,F,9,7,Basketball,2737,North Star High School,2,Junior Varsity,5,65,157,0,,Basketball
108000373,5F109441-C764-424B-87FD-B0244C57FA17,Amara,L.,Watson,F,12,7,Basketball,2739,Prairie View High School,3,Freshman,2,72,139,1,21.0,Basketball; Cross Country
108000374,6D8D23A5-FC59-468D-9B2C-4F2E13DFD5E7,Zion,M.,Young,M,11,25,Soccer,2740,Lakeside High School,2,Junior Varsity,5,72,159,0,,Soccer
108000375,4EDD5593-CBC1-43DF-942E-9C5201257B7A,Omar,R.,Roberts,M,8,14,Track & Field,2741,Red Oak Middle School,4,7th/8th Grade,1,69,170,0,,Track & Field
108000376,A7BD4436-F2C7-49A1-923A-7687D3879C7D,Dylan,,Bailey,M,11,3,Football,2738,Cedar Creek High School,2,Junior Varsity,6,68,207,0,,Football
108000377,5DA6E55E-0BA5-438D-8DAA-431D787F3F13,Cameron,,Flores,M,10,18,Wrestling,2738,Cedar Creek High School,1,Varsity,2,66,160,0,,Wrestling
108000378,7AE05B98-B1E0-4B8E-8197-E43099F070F0,Wren,A.,James,F,8,9,Softball,2742,Bluebonnet Middle School,4,7th/8th Grade,2,63,150,0,,Softball
108000379,AE9D9AE3-6AB9-4EB7-889A-300917B92CAE,Harper,,Morales,F,12,21,Cross Country,2738,Cedar Creek High School,2,Junior Varsity,6,61,107,0,,Cross Country
108000380,BE7F696A-BA44-4C96-BB5C-3D77E7696DFE,Jordan,M.,Brooks,M,8,3,Football,2741,Red Oak Middle School,4,7th/8th Grade,2,69,148,1,30.0,Football; Tennis
108000381,8FAE2A16-93CA-4981-9443-790348056EF9,Reese,R.,Reyes,F,12,3,Football,2737,North Star High School,2,Junior Varsity,10,70,147,0,,Football
108000382,EBCB38B9-C780-4D9B-9A28-CA4CCAD3058E,Emmett,M.,Mendoza,M,11,7,Basketball,2738,Cedar Creek High School,1,Varsity,7,71,207,1,3.0,Basketball; Football
108000383,35DAAAAE-1723-48DC-8C6B-02CB09D2FB40,Luis,L.,Hernandez,M,12,18,Wrestling,2740,Lakeside High School,2,Junior Varsity,8,72,162,0,,Wrestling
108000384,B2EA69D5-F50C-4545-829C-D9A0A10708B7,Emmett,J.,Reed,M,11,5,Baseball,2737,North Star High School,2,Junior Varsity,7,69,160,0,,Baseball
108000385,A36C4473-CE42-49AD-9A03-625A1095295B,Alex,L.,Alvarez,M,7,21,Cross Country,2741,Red Oak Middle School,4,7th/8th Grade,2,62,148,0,,Cross Country
108000386,C8534245-D035-4533-9E53-2F5EDA8B4742,Sofia,,Vargas,F,12,3,Football,2737,North Star High School,1,Varsity,7,62,133,0,,Football
108000387,3D542B83-61EF-40E5-95E8-7AF706739184,Ximena,M.,Okafor,F,12,9,Softball,2739,Prairie View High School,2,Junior Varsity,7,69,157,0,,Softball
108000388,C473B068-366D-41E2-968C-87FEF084DD37,Addison,,Harris,F,10,9,Softball,2738,Cedar Creek High School,2,Junior Varsity,5,62,131,0,,Softball
108000389,23F92CA6-A3FD-4D32-AFDD-42AAC4161917,Morgan,,Gomez,F,12,3,Football,2738,Cedar Creek High School,1,Varsity,5,68,131,0,,Football
108000390,A898A149-CB52-4B8B-B574-69430A484E11,Weston,,Thomas,M,10,5,Baseball,2737,North Star High School,1,Varsity,4,68,155,0,,Baseball
108000391,E022B49C-BD57-411A-9322-2E4F7582CE67,Maya,,Morris,F,9,9,Softball,2740,Lakeside High School,1,Varsity,4,64,140,0,,Softball
108000392,32CDD9FF-FBAC-4AB1-9318-457147C60B35,Ximena,L.,Chavez,F,7,25,Soccer,2742,Bluebonnet Middle School,4,7th/8th Grade,3,57,124,0,,Soccer
108000393,809BE001-0A2E-47C6-B425-9C0DB2439647,Addison,,Rogers,F,12,25,Soccer,2737,North Star High School,1,Varsity,7,64,115,0,,Soccer
108000394,4C01FEDA-5685-4F7B-999B-58B4986EF336,Knox,,Howard,M,9,21,Cross Country,2737,North Star High School,3,Freshman,5,67,147,0,,Cross Country
108000395,B25BF08B-2932-4642-80B6-E6E08912C2F2,Kya,A.,Mitchell,F,12,25,Soccer,2740,Lakeside High School,1,Varsity,10,68,122,0,,Soccer
108000396,274463D0-DA21-4BBA-A5EC-5D830AF2ED10,Morgan,L.,Hill,F,7,9,Softball,2742,Bluebonnet Middle School,4,7th/8th Grade,2,65,126,1,21.0,Softball; Cross Country
108000397,3E5861FA-01C3-47F5-A2CE-8BB819847EAC,Marisol,R.,Adams,F,8,3,Football,2742,Bluebonnet Middle School,4,7th/8th Grade,5,64,153,0,,Football
108000398,A5286014-80E4-4C18-B9DB-0EBABA757550,Trevon,,Reyes,M,7,25,Soccer,2741,Red Oak Middle School,4,7th/8th Grade,1,66,125,1,12.0,Soccer; Volleyball
108000399,F280DDBC-88EB-4CCD-B50B-A2BBEAABBD36,Dominic,L.,Kim,M,11,3,Football,2739,Prairie View High School,1,Varsity,4,70,204,1,14.0,Football; Track & Field
108000400,6449A6AB-3438-4CAD-9C7A-94FD6A28838E,Kenzie,M.,Wright,F,9,21,Cross Country,2739,Prairie View High School,1,Varsity,5,61,89,0,,Cross Country
108000401,1A50202F-1603-448B-BCC0-319E5E01134A,Diego,R.,Anderson,M,12,14,Track & Field,2740,Lakeside High School,1,Varsity,7,68,158,0,,Track & Field
108000402,6202B6FC-238D-402F-B8BB-DCB6453C2CC5,Tatum,J.,McCoy,F,10,3,Football,2738,Cedar Creek High School,2,Junior Varsity,3,65,144,0,,Football
108000403,7D06EE46-D98A-4795-8AE3-4DD925569E02,Silas,,Garcia,M,11,5,Baseball,2737,North Star High School,1,Varsity,3,77,168,0,,Baseball
108000404,CBF138FC-A38D-4E29-B3A3-6FC542BEE05D,Dylan,J.,White,M,12,3,Football,2737,North Star High School,1,Varsity,5,69,206,0,,Football
108000405,543E038C-DC1F-4021-B66A-CDC1D94E5F39,Grant,J.,Davis,M,7,3,Football,2741,Red Oak Middle School,4,7th/8th Grade,2,69,201,0,,Football
108000406,59BBCC39-DAB7-4EEA-AB7D-4E7972F5359F,Journee,J.,Ruiz,F,11,30,Tennis,2739,Prairie View High School,2,Junior Varsity,4,63,104,1,14.0,Tennis; Track & Field
108000407,DCCD776A-1DBC-4227-BCAC-10D58F0CF253,Jose,J.,Diaz,M,11,25,Soccer,2739,Prairie View High School,1,Varsity,3,68,131,1,7.0,Soccer; Basketball
108000408,551B27C6-0E64-422C-AA6E-823CBD4B9F49,Rowan,,Mitchell,F,12,9,Softball,2737,North Star High School,1,Varsity,8,63,144,0,,Softball
108000409,11401150-051F-48B8-A67C-E042DCA0CCDA,Rowan,,Chavez,F,9,14,Track & Field,2740,Lakeside High School,2,Junior Varsity,4,65,115,0,,Track & Field
108000410,96C11C1B-182A-458C-A383-F84F7CBF0499,Omar,,Moore,M,11,25,Soccer,2738,Cedar Creek High School,2,Junior Varsity,7,71,138,1,30.0,Soccer; Tennis
108000411,8210F4E7-D06C-4386-86F0-B454401C0395,Tatum,,White,F,9,9,Softball,2738,Cedar Creek High School,2,Junior Varsity,1,68,137,0,,Softball
108000412,5284EDD8-88DC-42D0-9569-4F9F239A5C1F,Jordan,L.,Adams,M,10,25,Soccer,2739,Prairie View High School,1,Varsity,4,70,125,0,,Soccer
108000413,5B71B0DB-B0D2-4D4B-9465-10C3D731B9B1,Bryce,L.,Williams,M,11,25,Soccer,2739,Prairie View High School,3,Freshman,7,72,174,0,,Soccer
108000414,8C48F388-92E3-4945-A9DF-F8524B4D0239,Elena,M.,Garcia,F,10,25,Soccer,2740,Lakeside High School,1,Varsity,3,65,130,1,28.0,Soccer; Cheer
108000415,D2ABC1EC-213E-40B8-AEB4-F3C9DABB8018,Emerson,A.,Watson,F,10,18,Wrestling,2739,Prairie View High School,2,Junior Varsity,4,59,140,0,,Wrestling
108000416,26E2CD46-9664-4D6B-A1FA-C155DDFFC56F,Diego,,Reed,M,10,3,Football,2737,North Star High School,2,Junior Varsity,5,70,163,0,,Football
108000417,CF065FD5-CB17-4E7F-90E6-E326965F575E,Jaxon,L.,Ward,M,10,18,Wrestling,2738,Cedar Creek High School,2,Junior Varsity,4,65,182,1,3.0,Wrestling; Football
108000418,B067CFD8-AA7C-49F9-A20B-5061C23F98DB,Trinity,,Cooper,F,9,25,Soccer,2738,Cedar Creek High School,1,Varsity,3,57,108,1,30.0,Soccer; Tennis
108000419,B72CA05B-43BB-40D2-856D-6F76CD983F05,Ivy,J.,Alvarez,F,9,9,Softball,2739,Prairie View High School,1,Varsity,5,66,111,0,,Softball
108000420,95341F40-58AF-4623-8FAB-7A2DA60CDF7C,Morgan,M.,Peterson,F,10,9,Softball,2738,Cedar Creek High School,1,Varsity,4,63,150,0,,Softball
108000421,5F500BF5-949C-437B-9D1E-2281DE46E7E4,Knox,,Kim,M,8,3,Football,2741,Red Oak Middle School,4,7th/8th Grade,4,70,232,1,14.0,Football; Track & Field
108000422,D2F89946-C520-4680-9ECC-A7C03C837661,Hunter,A.,Gutierrez,M,11,18,Wrestling,2738,Cedar Creek High School,2,Junior Varsity,5,66,154,0,,Wrestling
108000423,1CDE33EA-7A02-40A5-BA15-6C6F4918E42A,Emmett,,Howard,M,11,3,Football,2738,Cedar Creek High School,3,Freshman,7,70,177,1,5.0,Football; Baseball
108000424,45CAAD53-C1A1-4221-987C-428C4EBD0024,Judah,R.,Lopez,M,11,25,Soccer,2737,North Star High School,1,Varsity,6,72,164,0,,Soccer
108000425,A7E4CF72-81F9-43A0-80F5-18FA7EA3A6E0,Dakota,L.,Price,M,8,14,Track & Field,2741,Red Oak Middle School,4,7th/8th Grade,3,62,138,1,5.0,Track & Field; Baseball
108000426,41350C96-BC12-4304-9BA2-130BD4BEB42D,Rowan,,White,F,9,25,Soccer,2739,Prairie View High School,2,Junior Varsity,6,62,133,1,21.0,Soccer; Cross Country
108000427,F5119BC0-52B5-4052-A105-780D7AE7B96F,Raj,L.,Stewart,M,7,3,Football,2741,Red Oak Middle School,4,7th/8th Grade,2,69,154,1,18.0,Football; Wrestling
108000428,FF0433AC-6132-46C3-9FAA-495A45721611,Angel,M.,Peterson,M,7,18,Wrestling,2742,Bluebonnet Middle School,4,7th/8th Grade,1,58,134,0,,Wrestling
108000429,F714E962-99EA-42D6-A8F1-EF1D2312C6F6,Ivy,A.,Thomas,F,11,3,Football,2738,Cedar Creek High School,1,Varsity,4,63,153,1,18.0,Football; Wrestling
108000430,67DEB274-44BE-4834-9A51-E34DDDE12114,Rhett,,Okafor,M,8,3,Football,2741,Red Oak Middle School,4,7th/8th Grade,1,67,143,0,,Football
108000431,DC663AD7-FE22-42C5-9FB4-EEE717BFA2D6,Knox,J.,Ortiz,M,9,25,Soccer,2739,Prairie View High School,2,Junior Varsity,4,65,145,0,,Soccer
108000432,90811C66-C162-4915-9468-E158A7559DB0,Jaxon,J.,Cook,M,11,7,Basketball,2740,Lakeside High School,1,Varsity,5,71,143,1,30.0,Basketball; Tennis
108000433,10B709EF-17D1-4E72-9EB9-C89B930765AA,Lily,R.,Murphy,F,12,30,Tennis,2738,Cedar Creek High School,1,Varsity,6,67,118,0,,Tennis
108000434,117AE61A-A94D-4658-8660-AC2523F4D0D0,Addison,,Evans,F,10,21,Cross Country,2740,Lakeside High School,2,Junior Varsity,3,66,88,0,,Cross Country
108000435,4DD5A876-1AA5-4A00-A852-7403D072E921,Reagan,L.,Nelson,F,10,9,Softball,2740,Lakeside High School,2,Junior Varsity,1,66,139,0,,Softball
108000436,7D23AFBE-4EC0-4E06-92EE-BA0CF9C11367,Harper,,Reed,F,12,25,Soccer,2739,Prairie View High School,2,Junior Varsity,7,65,148,0,,Soccer
108000437,DB2B0B66-502E-4694-A457-E60B417E5C14,Quinn,,Wilson,F,11,25,Soccer,2739,Prairie View High School,2,Junior Varsity,6,72,135,0,,Soccer
108000438,A74EA599-238D-41EB-8B66-E390AFF79159,Peyton,A.,Thomas,F,9,28,Cheer,2738,Cedar Creek High School,3,Freshman,2,61,112,0,,Cheer
108000439,AFDA5E2F-FD34-4EFD-8D65-D0F40096B41A,Harper,,James,F,11,7,Basketball,2737,North Star High School,2,Junior Varsity,6,73,150,0,,Basketball
108000440,1C861D28-54EA-4B1D-8978-5C021B49882C,Avery,L.,Jackson,F,12,25,Soccer,2738,Cedar Creek High School,2,Junior Varsity,4,64,132,1,9.0,Soccer; Softball
108000441,7ED38303-2449-47F9-863C-64F66224E0A2,Addison,L.,Gutierrez,F,11,9,Softball,2737,North Star High School,1,Varsity,5,66,127,0,,Softball
108000442,A2CC2B0F-9B14-42BC-938C-8F9406042567,Avery,M.,Hughes,F,10,21,Cross Country,2739,Prairie View High School,2,Junior Varsity,7,65,139,1,3.0,Cross Country; Football
108000443,E916AB4F-8BC5-49AA-A05E-C81A36EE9D54,Jada,L.,Hernandez,F,7,18,Wrestling,2741,Red Oak Middle School,4,7th/8th Grade,1,63,121,1,14.0,Wrestling; Track & Field
108000444,7A5073B5-E1B0-498D-87CB-8AB555EA53C7,Grant,J.,Lewis,M,8,5,Baseball,2742,Bluebonnet Middle School,4,7th/8th Grade,2,71,162,0,,Baseball
108000445,AB1F49AE-8699-4BBA-B9DE-80CDDE82F8E5,Dante,R.,Flores,M,12,30,Tennis,2737,North Star High School,2,Junior Varsity,7,72,163,0,,Tennis
108000446,927B8971-EEA7-4461-B010-8FA284442DE5,Skyler,L.,James,F,10,3,Football,2737,North Star High School,1,Varsity,6,68,139,0,,Football
108000447,DB8F8145-FCB5-4702-A1C5-BE6EACEC9BFD,Harper,,Mitchell,F,12,14,Track & Field,2737,North Star High School,2,Junior Varsity,7,68,114,0,,Track & Field
108000448,B6AEE010-85FA-4D3B-BA4E-B066E88B7AD6,Grant,J.,Gutierrez,M,10,14,Track & Field,2739,Prairie View High School,1,Varsity,4,70,126,0,,Track & Field
108000449,2BA62224-C9B5-43EC-A3DD-D9816FBDF7CD,Journee,,Price,F,8,18,Wrestling,2742,Bluebonnet Middle School,4,7th/8th Grade,2,60,123,0,,Wrestling
108000450,E68819F1-D649-4C5C-BA9F-3393119ABF09,Dante,M.,Nguyen,M,9,25,Soccer,2739,Prairie View High School,1,Varsity,4,65,182,1,32.0,Soccer; Swimming
108000451,270C99AA-D348-4FA4-ABE8-CF1655B3748E,Noah,M.,Phillips,M,9,5,Baseball,2738,Cedar Creek High School,2,Junior Varsity,4,68,194,0,,Baseball
108000452,C713CCFB-54A0-4689-93D9-C44A26EC3F79,Lily,L.,Martinez,F,11,30,Tennis,2738,Cedar Creek High School,2,Junior Varsity,6,63,132,0,,Tennis
108000453,46B877AD-D497-45B2-9298-46CE8832CF73,Elena,,Bennett,F,7,9,Softball,2741,Red Oak Middle School,4,7th/8th Grade,1,67,146,0,,Softball
108000454,056782D6-DC0C-4046-BB02-E9C2D904FE56,Dante,A.,Davis,M,9,5,Baseball,2738,Cedar Creek High School,3,Freshman,3,71,160,1,3.0,Baseball; Football
108000455,F8F57CBB-E8B5-48A0-8082-E33F77CAE8E9,Malik,,Anderson,M,11,14,Track & Field,2737,North Star High School,1,Varsity,8,66,155,0,,Track & Field
108000456,0ED7FBD5-46C0-4B34-873C-DB3136A38ED8,Selena,J.,Stewart,F,7,3,Football,2741,Red Oak Middle School,4,7th/8th Grade,3,65,140,1,32.0,Football; Swimming
108000457,7CF855EF-9103-4934-A7FF-1235D062A38A,Addison,R.,Parker,F,12,3,Football,2737,North Star High School,1,Varsity,4,66,158,1,30.0,Football; Tennis
108000458,2FD2E3B3-69AB-4E60-B817-A06C03A0D0E8,Sage,L.,Phillips,F,10,3,Football,2738,Cedar Creek High School,2,Junior Varsity,5,70,121,1,32.0,Football; Swimming
108000459,647B8BF6-7C01-45A6-81EF-39A51BEB4749,Nina,,Garcia,F,12,14,Track & Field,2738,Cedar Creek High School,2,Junior Varsity,10,67,127,0,,Track & Field
108000460,0DE5B22B-4CAD-4FF5-BC6C-EBACBA71CEFE,Rowan,,Castillo,F,10,3,Football,2737,North Star High School,1,Varsity,7,71,114,0,,Football
108000461,E26F2D39-12DE-4470-8820-E9EFB60CDC0D,Hayden,,Campbell,M,9,25,Soccer,2738,Cedar Creek High School,2,Junior Varsity,3,69,135,1,18.0,Soccer; Wrestling
108000462,38839C8F-56AE-48E1-8423-5A5562E6A458,Marisol,A.,Howard,F,10,3,Football,2737,North Star High School,1,Varsity,5,68,127,0,,Football
108000463,7AB81E41-8BA4-4ADA-9907-0247A04978B9,Alondra,R.,Rogers,F,11,9,Softball,2738,Cedar Creek High School,2,Junior Varsity,9,68,143,0,,Softball
108000464,A956BB37-FDC1-41D6-9FF3-D51C62B5DE72,Ana,J.,Ward,F,12,18,Wrestling,2740,Lakeside High School,3,Freshman,6,67,122,0,,Wrestling
108000465,1AB2FBC4-CA85-4833-9F2F-2C37FE7422FF,Diego,L.,Ortiz,M,10,18,Wrestling,2739,Prairie View High School,2,Junior Varsity,7,64,127,0,,Wrestling
108000466,D978214F-917C-4759-ACE5-FFBC3C81EB16,Reese,M.,Ruiz,F,11,28,Cheer,2740,Lakeside High School,2,Junior Varsity,6,62,139,0,,Cheer
108000467,A997AC9D-E8B1-4F38-A65A-96B9DA0E7F54,Nora,M.,Brown,F,10,14,Track & Field,2740,Lakeside High School,1,Varsity,7,65,121,0,,Track & Field
108000468,E21F259A-2C44-4F4A-AFC5-558CA9BD2BF2,Tyler,A.,Hughes,M,11,3,Football,2740,Lakeside High School,1,Varsity,3,71,190,0,,Football
108000469,07645788-6083-4AD6-A102-B1FB48B35E21,Hayden,,Torres,M,10,7,Basketball,2740,Lakeside High School,1,Varsity,2,73,187,0,,Basketball
108000470,782A5FF2-55CD-4B06-BC4C-7D9846CC358E,Caleb,J.,Harris,M,10,25,Soccer,2738,Cedar Creek High School,1,Varsity,5,69,142,0,,Soccer
108000471,7653184F-5824-4FE2-9799-C410EFA63CA1,Zara,M.,Turner,F,12,28,Cheer,2739,Prairie View High School,2,Junior Varsity,10,61,129,0,,Cheer
108000472,B33F7C48-41BC-4E8F-8BBA-EFFC2EA95FA1,Reese,,Ramos,F,12,25,Soccer,2740,Lakeside High School,1,Varsity,5,68,120,0,,Soccer
108000473,F7DC0C38-6475-4C07-8EE9-FD83DCC8A53F,Kai,,White,M,11,21,Cross Country,2739,Prairie View High School,1,Varsity,5,66,148,1,32.0,Cross Country; Swimming
108000474,FC805B1C-6853-40DD-BD56-7C1C70CAB01D,Brooklyn,J.,Cox,F,11,12,Volleyball,2737,North Star High School,2,Junior Varsity,6,70,141,0,,Volleyball
108000475,2C089BDE-1233-4FE3-AB90-DF3B32186A50,Journee,L.,Lopez,F,10,3,Football,2737,North Star High School,1,Varsity,6,65,152,1,7.0,Football; Basketball
108000476,C2627BC3-AEA6-46AE-B4B7-33DD5437AE59,Kenzie,,Ortiz,F,11,25,Soccer,2739,Prairie View High School,1,Varsity,4,65,133,0,,Soccer
108000477,2C3ECD12-8C15-4E77-A32D-E4DFB41BA24B,Alex,R.,Lopez,M,9,18,Wrestling,2740,Lakeside High School,2,Junior Varsity,2,66,187,0,,Wrestling
108000478,A30C5452-7555-4678-9FF8-DC16358993F7,Nina,A.,Gray,F,11,3,Football,2738,Cedar Creek High School,2,Junior Varsity,3,72,137,0,,Football
108000479,BBC4BE68-CF51-40E8-B525-D43443DDA665,Miguel,A.,Roberts,M,12,7,Basketball,2738,Cedar Creek High School,1,Varsity,6,72,200,0,,Basketball
108000480,742C463B-8E33-4E7F-8909-D3195790A907,Diego,A.,Williams,M,12,5,Baseball,2739,Prairie View High School,2,Junior Varsity,4,68,187,0,,Baseball
108000481,D8D700A6-9EA8-4605-B20A-EB36750738F0,Nina,,Castillo,F,10,7,Basketball,2738,Cedar Creek High School,1,Varsity,5,71,162,0,,Basketball
108000482,8CF4627B-B68C-4FCE-8A3A-F898B572C8C2,Ximena,L.,Anderson,F,10,9,Softball,2738,Cedar Creek High School,1,Varsity,3,66,159,1,25.0,Softball; Soccer
108000483,6DDEA2D9-1900-445E-843D-5B05EDF3B6A7,Reagan,,Baker,F,9,12,Volleyball,2738,Cedar Creek High School,2,Junior Varsity,6,64,160,0,,Volleyball
108000484,200B7273-4497-4245-9A93-155448C22F79,Kai,A.,Watson,M,8,7,Basketball,2742,Bluebonnet Middle School,4,7th/8th Grade,5,69,155,1,3.0,Basketball; Football
108000485,941923DC-D30C-4E38-A142-6CF3A635B490,Peyton,A.,Phillips,F,7,9,Softball,2741,Red Oak Middle School,4,7th/8th Grade,1,64,97,0,,Softball
108000486,D83E1E3D-A14F-44FD-A169-BDB249AAC141,Lily,J.,Diaz,F,8,3,Football,2742,Bluebonnet Middle School,4,7th/8th Grade,4,63,137,1,30.0,Football; Tennis
108000487,CE124045-E1CC-4BFF-91AE-CF3A0FCF043D,Ethan,,Ward,M,10,3,Football,2739,Prairie View High School,1,Varsity,4,69,176,1,5.0,Football; Baseball
108000488,B0CB623E-9392-4489-ACEA-034713856A25,Mabel,,Watson,F,9,9,Softball,2738,Cedar Creek High School,3,Freshman,3,64,164,0,,Softball
108000489,CE5083F9-242A-415B-A7B6-510B8EFA1DDF,Zion,J.,Cruz,M,10,18,Wrestling,2739,Prairie View High School,1,Varsity,5,67,177,0,,Wrestling
108000490,6992DAE4-1028-45AC-AA47-4C30DDEDBC72,Camila,,Adams,F,12,3,Football,2738,Cedar Creek High School,3,Freshman,7,64,174,0,,Football
108000491,73DA0C87-65B6-44D2-8CDA-9C53E269E8BA,Marcus,,Nelson,M,12,3,Football,2740,Lakeside High School,2,Junior Varsity,9,71,205,0,,Football
